Mata_Uang,Usia,Gender,Plan,Term,PPP,100_Ribu,150_Ribu,200_Ribu,250_Ribu,300_Ribu,350_Ribu,500_Ribu,750_Ribu,1_Juta,5_Juta
USD,45,WANITA,Flexi Berkah,,15,5466,7688,10250,12813,15375,17938,25625,38438,51250,239150
USD,45,WANITA,Flexi Cermat,15,5,17298,25947,34596,43245,51894,60543,86490,129735,172980,864900
USD,45,WANITA,Flexi Cermat,,10,9070,13605,18140,22675,27210,31745,45350,68025,90700,453500
USD,45,WANITA,Flexi Cermat,25,5,12736,19104,25472,31840,38208,44576,63680,89153,118870,594350
USD,45,WANITA,Flexi Cermat,,10,7038,9899,13198,16498,19797,23097,32995,49493,65990,307950
USD,45,WANITA,Flexi Cermat,,15,4437,6656,8320,10400,12480,14560,20800,31200,41600,194100
USD,45,WANITA,Flexi Cermat,35,5,9976,14964,19952,24940,29928,34916,49880,70000,93110,465550
USD,45,WANITA,Flexi Cermat,,10,5464,7685,10246,12808,15369,17931,25615,38423,51230,239050
USD,45,WANITA,Flexi Cermat,,15,3509,5264,7018,8225,9870,11515,16450,24675,32900,153500
IDR,46,PRIA,Flexi Amanah,YRT,1,6.7,10.1,13.5,16.8,20.2,23.6,33.7,50.5,67.3,336.5
IDR,46,PRIA,Flexi Amanah,5,5,7.7,11.5,15.4,19.2,23.0,26.9,38.4,57.6,76.8,384.0
IDR,46,PRIA,Flexi Amanah,10,10,8.6,12.8,17.1,21.4,25.7,29.9,42.8,64.1,85.5,427.5
IDR,46,PRIA,Flexi Berkah,64,5,83.2,124.8,166.4,208.0,249.6,291.2,416.0,623.9,776.4,3,882.0
IDR,46,PRIA,Flexi Berkah,,10,43.3,65.0,81.2,101.6,121.9,142.2,203.1,304.7,406.2,1,895.5
IDR,46,PRIA,Flexi Berkah,,15,32.9,49.4,65.8,77.2,92.6,108.0,154.3,231.5,308.6,1,440.5
IDR,46,PRIA,Flexi Cermat,15,5,148.1,222.1,296.1,370.2,444.2,518.2,740.4,1,110.5,1,480.7,7,403.5
IDR,46,PRIA,Flexi Cermat,,10,81.1,121.7,162.2,202.8,243.3,283.9,405.5,608.3,811.0,4,055.0
IDR,46,PRIA,Flexi Cermat,25,5,88.5,132.8,177.1,221.4,265.6,309.9,442.7,664.1,826.4,4,132.0
IDR,46,PRIA,Flexi Cermat,,10,50.7,75.0,95.1,118.9,142.7,166.5,237.8,356.7,475.6,2,219.5
IDR,46,PRIA,Flexi Cermat,,15,37.8,56.6,75.0,88.5,106.2,123.9,177.0,265.4,353.9,1,651.5
IDR,46,PRIA,Flexi Cermat,35,5,62.7,88.2,117.6,147.0,176.4,205.8,294.0,441.0,588.0,2,744.0
IDR,46,PRIA,Flexi Cermat,,10,33.7,50.6,67.5,79.1,94.9,110.7,158.2,237.3,316.4,1,476.5
IDR,46,PRIA,Flexi Cermat,,15,24.9,37.4,49.9,62.3,74.8,81.8,116.9,175.3,233.7,1,090.5
USD,46,PRIA,Flexi Amanah,YRT,1,673,1010,1346,1683,2019,2356,3365,5048,6730,33650
USD,46,PRIA,Flexi Amanah,5,5,768,1152,1536,1920,2304,2688,3840,5760,7680,38400
USD,46,PRIA,Flexi Amanah,10,10,855,1283,1710,2138,2565,2993,4275,6413,8550,42750
USD,46,PRIA,Flexi Berkah,64,5,15069,22604,30138,37673,45207,52742,70320,105480,140640,703200
USD,46,PRIA,Flexi Berkah,,10,7848,11772,15696,19620,23544,27468,39240,58860,73250,366250
USD,46,PRIA,Flexi Berkah,,15,5832,8202,10936,13670,16404,19138,27340,41010,54680,255150
USD,46,PRIA,Flexi Cermat,15,5,17377,26066,34754,43443,52131,60820,86885,130328,173770,868850
USD,46,PRIA,Flexi Cermat,,10,9221,13832,18442,23053,27663,32274,46105,69158,92210,461050
USD,46,PRIA,Flexi Cermat,25,5,13217,19826,26434,33043,39651,46260,66085,92520,123360,616800
USD,46,PRIA,Flexi Cermat,,10,7235,10175,13566,16958,20349,23741,33915,50873,67830,316550
USD,46,PRIA,Flexi Cermat,,15,4552,6828,8536,10670,12804,14938,21340,32010,42680,199150
USD,46,PRIA,Flexi Cermat,35,5,11057,16586,22114,27643,33171,38700,55285,77400,103200,516000
USD,46,PRIA,Flexi Cermat,,10,6046,8504,11338,14173,17007,19842,28345,42518,56690,264550
USD,46,PRIA,Flexi Cermat,,15,3855,5783,7500,9035,10842,12649,18070,27105,36140,168650
IDR,46,WANITA,Flexi Amanah,YRT,1,4.6,6.9,9.2,11.5,13.8,16.1,23.0,34.5,46.0,230.0
IDR,46,WANITA,Flexi Amanah,5,5,5.3,7.9,10.5,13.2,15.8,18.4,26.4,39.5,52.7,263.5
IDR,46,WANITA,Flexi Amanah,10,10,6.1,9.1,12.1,15.1,18.2,21.2,30.3,45.4,60.5,302.5
IDR,46,WANITA,Flexi Berkah,64,5,74.6,105.0,139.9,174.9,209.9,244.9,349.9,524.8,699.7,3,265.0
IDR,46,WANITA,Flexi Berkah,,10,38.9,58.3,75.0,91.1,109.3,127.5,182.2,273.3,364.4,1,700.5
IDR,46,WANITA,Flexi Berkah,,15,29.8,44.7,59.6,74.5,83.8,97.7,139.6,209.4,279.2,1,302.5
IDR,46,WANITA,Flexi Cermat,15,5,140.1,210.2,280.2,350.3,420.4,490.4,700.6,1,050.9,1,401.2,7,006.0
IDR,46,WANITA,Flexi Cermat,,10,78.7,118.1,157.5,196.9,236.2,275.6,393.7,590.6,787.4,3,937.0
IDR,46,WANITA,Flexi Cermat,25,5,85.7,128.6,171.4,214.3,257.1,300.0,428.5,642.8,799.8,3,999.0
IDR,46,WANITA,Flexi Cermat,,10,46.5,69.8,87.2,109.0,130.8,152.6,218.0,326.9,435.9,2,034.0
IDR,46,WANITA,Flexi Cermat,,15,34.0,51.1,68.1,79.8,95.7,111.7,159.6,239.3,319.1,1,489.5
IDR,46,WANITA,Flexi Cermat,35,5,54.4,76.5,102.1,127.6,153.1,178.6,255.2,382.7,510.3,2,381.5
IDR,46,WANITA,Flexi Cermat,,10,29.7,44.6,59.4,74.3,83.6,97.5,139.3,208.9,278.5,1,299.5
IDR,46,WANITA,Flexi Cermat,,15,22.0,33.0,44.0,55.1,66.1,75.0,103.2,154.8,206.4,963.0
USD,46,WANITA,Flexi Amanah,YRT,1,460,690,920,1150,1380,1610,2300,3450,4600,23000
USD,46,WANITA,Flexi Amanah,5,5,527,791,1054,1318,1581,1845,2635,3953,5270,26350
USD,46,WANITA,Flexi Amanah,10,10,605,908,1210,1513,1815,2118,3025,4538,6050,30250
USD,46,WANITA,Flexi Berkah,64,5,14344,21516,28688,35860,43032,50204,70000,100410,133880,669400
USD,46,WANITA,Flexi Berkah,,10,7500,11207,14942,18678,22413,26149,37355,56033,70000,348650
USD,46,WANITA,Flexi Berkah,,15,5535,7784,10378,12973,15567,18162,25945,38918,51890,242150
USD,46,WANITA,Flexi Cermat,15,5,17367,26051,34734,43418,52101,60785,86835,130253,173670,868350
USD,46,WANITA,Flexi Cermat,,10,9124,13686,18248,22810,27372,31934,45620,68430,91240,456200
USD,46,WANITA,Flexi Cermat,25,5,12749,19124,25498,31873,38247,44622,63745,89243,118990,594950
USD,46,WANITA,Flexi Cermat,,10,7047,9911,13214,16518,19821,23125,33035,49553,66070,308300
USD,46,WANITA,Flexi Cermat,,15,4454,6681,8350,10438,12525,14613,20875,31313,41750,194850
USD,46,WANITA,Flexi Cermat,35,5,10063,15095,20126,25158,30189,35221,50315,70440,93920,469600
USD,46,WANITA,Flexi Cermat,,10,5511,7751,10334,12918,15501,18085,25835,38753,51670,241100
USD,46,WANITA,Flexi Cermat,,15,3559,5339,7118,8343,10011,11680,16685,25028,33370,155700
IDR,47,PRIA,Flexi Amanah,YRT,1,7.3,11.0,14.6,18.3,21.9,25.6,36.6,54.8,73.1,365.5
IDR,47,PRIA,Flexi Amanah,5,5,8.4,12.6,16.8,21.0,25.2,29.4,42.0,62.9,83.9,419.5
IDR,47,PRIA,Flexi Amanah,10,10,9.3,14.0,18.7,23.3,28.0,32.7,46.7,70.0,93.3,466.5
IDR,47,PRIA,Flexi Berkah,63,5,88.3,132.5,176.6,220.8,264.9,309.1,441.6,662.3,824.3,4,121.5
IDR,47,PRIA,Flexi Berkah,,10,46.0,69.0,86.2,107.8,129.4,150.9,215.6,323.4,431.2,2,012.0
IDR,47,PRIA,Flexi Berkah,,15,34.4,51.5,68.7,80.5,96.6,112.7,161.1,241.6,322.1,1,503.0
IDR,47,PRIA,Flexi Cermat,15,5,148.9,223.4,297.9,372.4,446.8,521.3,744.7,1,117.1,1,489.4,7,447.0
IDR,47,PRIA,Flexi Cermat,,10,81.8,122.7,163.6,204.5,245.4,286.3,409.0,613.5,818.0,4,090.0
IDR,47,PRIA,Flexi Cermat,25,5,89.2,133.7,178.3,222.9,267.5,312.0,445.8,668.6,832.0,4,160.0
IDR,47,PRIA,Flexi Cermat,,10,51.4,75.0,96.4,120.5,144.6,168.7,241.0,361.5,482.0,2,249.0
IDR,47,PRIA,Flexi Cermat,,15,38.3,57.5,75.0,89.8,107.8,125.7,179.6,269.4,359.2,1,676.0
IDR,47,PRIA,Flexi Cermat,35,5,64.0,90.0,120.0,150.0,180.0,210.0,300.0,450.0,600.0,2,800.0
IDR,47,PRIA,Flexi Cermat,,10,35.1,52.6,70.2,82.3,98.7,115.2,164.5,246.8,329.0,1,535.0
IDR,47,PRIA,Flexi Cermat,,15,26.0,39.0,52.0,65.0,75.0,85.2,121.8,182.6,243.5,1,136.5
USD,47,PRIA,Flexi Amanah,YRT,1,731,1097,1462,1828,2193,2559,3655,5483,7310,36550
USD,47,PRIA,Flexi Amanah,5,5,839,1259,1678,2098,2517,2937,4195,6293,8390,41950
USD,47,PRIA,Flexi Amanah,10,10,933,1400,1866,2333,2799,3266,4665,6998,9330,46650
USD,47,PRIA,Flexi Berkah,63,5,15254,22881,30508,38135,45762,53389,71185,106778,142370,711850
USD,47,PRIA,Flexi Berkah,,10,7945,11918,15890,19863,23835,27808,39725,59588,74150,370750
USD,47,PRIA,Flexi Berkah,,15,5921,8327,11102,13878,16653,19429,27755,41633,55510,259050
USD,47,PRIA,Flexi Cermat,15,5,17446,26169,34892,43615,52338,61061,87230,130845,174460,872300
USD,47,PRIA,Flexi Cermat,,10,9275,13913,18550,23188,27825,32463,46375,69563,92750,463750
USD,47,PRIA,Flexi Cermat,25,5,13235,19853,26470,33088,39705,46323,66175,92648,123530,617650
USD,47,PRIA,Flexi Cermat,,10,7241,10182,13576,16970,20364,23758,33940,50910,67880,316800
USD,47,PRIA,Flexi Cermat,,15,4556,6834,8542,10678,12813,14949,21355,32033,42710,199350
USD,47,PRIA,Flexi Cermat,35,5,11165,16748,22330,27913,33495,39078,55825,78150,104200,521000
USD,47,PRIA,Flexi Cermat,,10,6106,8586,11448,14310,17172,20034,28620,42930,57240,267100
USD,47,PRIA,Flexi Cermat,,15,3906,5859,7500,9155,10986,12817,18310,27465,36620,170850
IDR,47,WANITA,Flexi Amanah,YRT,1,5.0,7.5,9.9,12.4,14.9,17.4,24.9,37.3,49.7,248.5
IDR,47,WANITA,Flexi Amanah,5,5,5.7,8.5,11.4,14.2,17.0,19.9,28.4,42.6,56.8,284.0
IDR,47,WANITA,Flexi Amanah,10,10,6.5,9.8,13.0,16.3,19.5,22.8,32.5,48.8,65.0,325.0
IDR,47,WANITA,Flexi Berkah,63,5,79.3,118.9,158.6,198.2,237.9,277.5,396.5,594.7,740.0,3,700.0
IDR,47,WANITA,Flexi Berkah,,10,41.3,62.0,77.4,96.8,116.2,135.5,193.6,290.4,387.2,1,806.5
IDR,47,WANITA,Flexi Berkah,,15,30.9,46.4,61.8,75.0,87.0,101.5,145.0,217.4,289.9,1,353.0
IDR,47,WANITA,Flexi Cermat,15,5,141.0,211.4,281.9,352.4,422.9,493.3,704.8,1,057.1,1,409.5,7,047.5
IDR,47,WANITA,Flexi Cermat,,10,79.4,119.1,158.8,198.6,238.3,278.0,397.1,595.7,794.2,3,971.0
IDR,47,WANITA,Flexi Cermat,25,5,85.8,128.7,171.6,214.5,257.3,300.2,428.9,643.4,800.6,4,003.0
IDR,47,WANITA,Flexi Cermat,,10,46.8,70.2,87.8,109.8,131.7,153.7,219.6,329.3,439.1,2,049.0
IDR,47,WANITA,Flexi Cermat,,15,34.4,51.6,68.8,80.6,96.7,112.8,161.2,241.8,322.4,1,504.5
IDR,47,WANITA,Flexi Cermat,35,5,55.1,77.5,103.4,129.2,155.0,180.9,258.4,387.6,516.8,2,412.0
IDR,47,WANITA,Flexi Cermat,,10,30.3,45.5,60.7,75.0,85.4,99.6,142.3,213.4,284.5,1,327.5
IDR,47,WANITA,Flexi Cermat,,15,22.4,33.6,44.7,55.9,67.1,75.0,104.9,157.3,209.7,978.5
USD,47,WANITA,Flexi Amanah,YRT,1,497,746,994,1243,1491,1740,2485,3728,4970,24850
USD,47,WANITA,Flexi Amanah,5,5,568,852,1136,1420,1704,1988,2840,4260,5680,28400
USD,47,WANITA,Flexi Amanah,10,10,650,975,1300,1625,1950,2275,3250,4875,6500,32500
USD,47,WANITA,Flexi Berkah,63,5,14522,21783,29044,36305,43566,50827,70000,101655,135540,677700
USD,47,WANITA,Flexi Berkah,,10,7564,11346,15128,18910,22692,26474,37820,56730,70600,353000
USD,47,WANITA,Flexi Berkah,,15,5604,7881,10508,13135,15762,18389,26270,39405,52540,245200
USD,47,WANITA,Flexi Cermat,15,5,17435,26153,34870,43588,52305,61023,87175,130763,174350,871750
USD,47,WANITA,Flexi Cermat,,10,9178,13767,18356,22945,27534,32123,45890,68835,91780,458900
USD,47,WANITA,Flexi Cermat,25,5,12761,19142,25522,31903,38283,44664,63805,89325,119100,595500
USD,47,WANITA,Flexi Cermat,,10,7056,9923,13230,16538,19845,23153,33075,49613,66150,308700
USD,47,WANITA,Flexi Cermat,,15,4470,6705,8382,10478,12573,14669,20955,31433,41910,195600
USD,47,WANITA,Flexi Cermat,35,5,10149,15224,20298,25373,30447,35522,50745,71040,94720,473600
USD,47,WANITA,Flexi Cermat,,10,5558,7817,10422,13028,15633,18239,26055,39083,52110,243200
USD,47,WANITA,Flexi Cermat,,15,3610,5415,7220,8460,10152,11844,16920,25380,33840,157900
IDR,48,PRIA,Flexi Amanah,YRT,1,7.9,11.8,15.8,19.7,23.7,27.6,39.5,59.2,78.9,394.5
IDR,48,PRIA,Flexi Amanah,5,5,9.1,13.7,18.2,22.8,27.3,31.9,45.5,68.3,91.0,455.0
IDR,48,PRIA,Flexi Amanah,10,10,10.1,15.2,20.2,25.3,30.3,35.4,50.5,75.8,101.0,505.0
IDR,48,PRIA,Flexi Berkah,62,5,93.4,140.2,186.9,233.6,280.3,327.0,467.2,700.0,872.1,4,360.5
IDR,48,PRIA,Flexi Berkah,,10,48.7,73.0,91.2,114.1,136.9,159.7,228.1,342.2,456.2,2,129.0
IDR,48,PRIA,Flexi Berkah,,15,35.8,53.7,71.6,83.9,100.6,117.4,167.7,251.6,335.4,1,565.0
IDR,48,PRIA,Flexi Cermat,15,5,149.8,224.7,299.6,374.5,449.4,524.3,749.1,1,123.6,1,498.1,7,490.5
IDR,48,PRIA,Flexi Cermat,,10,82.5,123.8,165.0,206.3,247.5,288.8,412.5,618.8,825.0,4,125.0
IDR,48,PRIA,Flexi Cermat,25,5,89.8,134.6,179.5,224.4,269.3,314.2,448.8,673.2,837.8,4,189.0
IDR,48,PRIA,Flexi Cermat,,10,52.1,75.0,97.7,122.1,146.5,170.9,244.2,366.2,488.3,2,279.0
IDR,48,PRIA,Flexi Cermat,,15,38.9,58.3,75.0,91.1,109.3,127.5,182.2,273.3,364.4,1,700.5
IDR,48,PRIA,Flexi Cermat,35,5,65.3,91.8,122.4,153.0,183.6,214.2,306.0,459.0,612.0,2,856.0
IDR,48,PRIA,Flexi Cermat,,10,36.4,54.6,72.9,85.4,102.5,119.6,170.8,256.2,341.6,1,594.0
IDR,48,PRIA,Flexi Cermat,,15,27.0,40.5,54.0,67.6,76.0,88.7,126.7,190.0,253.3,1,182.0
USD,48,PRIA,Flexi Amanah,YRT,1,789,1184,1578,1973,2367,2762,3945,5918,7890,39450
USD,48,PRIA,Flexi Amanah,5,5,910,1365,1820,2275,2730,3185,4550,6825,9100,45500
USD,48,PRIA,Flexi Amanah,10,10,1010,1515,2020,2525,3030,3535,5050,7575,10100,50500
USD,48,PRIA,Flexi Berkah,62,5,15439,23159,30878,38598,46317,54037,72050,108075,144100,720500
USD,48,PRIA,Flexi Berkah,,10,8042,12063,16084,20105,24126,28147,40210,60315,75050,375250
USD,48,PRIA,Flexi Berkah,,15,6010,8451,11268,14085,16902,19719,28170,42255,56340,262900
USD,48,PRIA,Flexi Cermat,15,5,17514,26271,35028,43785,52542,61299,87570,131355,175140,875700
USD,48,PRIA,Flexi Cermat,,10,9330,13995,18660,23325,27990,32655,46650,69975,93300,466500
USD,48,PRIA,Flexi Cermat,25,5,13253,19880,26506,33133,39759,46386,66265,92775,123700,618500
USD,48,PRIA,Flexi Cermat,,10,7246,10191,13588,16985,20382,23779,33970,50955,67940,317050
USD,48,PRIA,Flexi Cermat,,15,4560,6840,8550,10688,12825,14963,21375,32063,42750,199500
USD,48,PRIA,Flexi Cermat,35,5,11271,16907,22542,28178,33813,39449,56355,78900,105200,526000
USD,48,PRIA,Flexi Cermat,,10,6166,8670,11560,14450,17340,20230,28900,43350,57800,269750
USD,48,PRIA,Flexi Cermat,,15,3957,5936,7500,9275,11130,12985,18550,27825,37100,173100
IDR,48,WANITA,Flexi Amanah,YRT,1,5.3,8.0,10.7,13.4,16.0,18.7,26.7,40.1,53.4,267.0
IDR,48,WANITA,Flexi Amanah,5,5,6.1,9.2,12.2,15.3,18.3,21.4,30.5,45.8,61.0,305.0
IDR,48,WANITA,Flexi Amanah,10,10,7.0,10.4,13.9,17.4,20.9,24.4,34.8,52.2,69.6,348.0
IDR,48,WANITA,Flexi Berkah,62,5,84.0,125.9,167.9,209.9,251.9,293.9,419.8,629.7,783.6,3,918.0
IDR,48,WANITA,Flexi Berkah,,10,43.7,65.6,82.0,102.5,123.0,143.5,205.0,307.5,410.0,1,913.0
IDR,48,WANITA,Flexi Berkah,,15,32.1,48.1,64.1,75.2,90.2,105.2,150.3,225.5,300.6,1,403.0
IDR,48,WANITA,Flexi Cermat,15,5,141.8,212.7,283.5,354.4,425.3,496.2,708.9,1,063.3,1,417.7,7,088.5
IDR,48,WANITA,Flexi Cermat,,10,80.1,120.1,160.2,200.2,240.3,280.3,400.5,600.7,800.9,4,004.5
IDR,48,WANITA,Flexi Cermat,25,5,85.9,128.8,171.7,214.7,257.6,300.5,429.3,644.0,801.4,4,007.0
IDR,48,WANITA,Flexi Cermat,,10,47.2,70.7,88.4,110.5,132.6,154.7,221.1,331.6,442.1,2,063.5
IDR,48,WANITA,Flexi Cermat,,15,34.7,52.1,69.5,81.4,97.7,114.0,162.8,244.2,325.6,1,519.5
IDR,48,WANITA,Flexi Cermat,35,5,55.8,78.5,104.7,130.9,157.0,183.2,261.7,392.6,523.4,2,442.5
IDR,48,WANITA,Flexi Cermat,,10,30.9,46.3,61.8,75.0,86.9,101.4,144.8,217.2,289.6,1,351.5
IDR,48,WANITA,Flexi Cermat,,15,22.7,34.1,45.5,56.8,68.2,75.0,106.6,159.8,213.1,994.5
USD,48,WANITA,Flexi Amanah,YRT,1,534,801,1068,1335,1602,1869,2670,4005,5340,26700
USD,48,WANITA,Flexi Amanah,5,5,610,915,1220,1525,1830,2135,3050,4575,6100,30500
USD,48,WANITA,Flexi Amanah,10,10,696,1044,1392,1740,2088,2436,3480,5220,6960,34800
USD,48,WANITA,Flexi Berkah,62,5,14701,22052,29402,36753,44103,51454,70000,102908,137210,686050
USD,48,WANITA,Flexi Berkah,,10,7657,11486,15314,19143,22971,26800,38285,57428,71460,357300
USD,48,WANITA,Flexi Berkah,,15,5673,7977,10636,13295,15954,18613,26590,39885,53180,248200
USD,48,WANITA,Flexi Cermat,15,5,17503,26255,35006,43758,52509,61261,87515,131273,175030,875150
USD,48,WANITA,Flexi Cermat,,10,9232,13848,18464,23080,27696,32312,46160,69240,92320,461600
USD,48,WANITA,Flexi Cermat,25,5,12773,19160,25546,31933,38319,44706,63865,89415,119220,596100
USD,48,WANITA,Flexi Cermat,,10,7065,9935,13246,16558,19869,23181,33115,49673,66230,309100
USD,48,WANITA,Flexi Cermat,,15,4488,6732,8416,10520,12624,14728,21040,31560,42080,196350
USD,48,WANITA,Flexi Cermat,35,5,10235,15353,20470,25588,30705,35823,51175,71648,95530,477650
USD,48,WANITA,Flexi Cermat,,10,5606,7883,10510,13138,15765,18393,26275,39413,52550,245250
USD,48,WANITA,Flexi Cermat,,15,3659,5489,7318,8578,10293,12009,17155,25733,34310,160100
IDR,49,PRIA,Flexi Amanah,YRT,1,8.5,12.7,16.9,21.2,25.4,29.6,42.4,63.5,84.7,423.5
IDR,49,PRIA,Flexi Amanah,5,5,9.8,14.7,19.6,24.5,29.4,34.3,49.1,73.6,98.1,490.5
IDR,49,PRIA,Flexi Amanah,10,10,10.9,16.3,21.8,27.2,32.6,38.1,54.4,81.6,108.8,544.0
IDR,49,PRIA,Flexi Berkah,61,5,98.6,147.8,197.1,246.4,295.7,345.0,492.8,700.0,919.9,4,599.5
IDR,49,PRIA,Flexi Berkah,,10,51.3,75.0,96.2,120.3,144.4,168.4,240.6,360.9,481.2,2,245.5
IDR,49,PRIA,Flexi Berkah,,15,37.2,55.8,74.4,87.2,104.6,122.1,174.4,261.6,348.8,1,628.0
IDR,49,PRIA,Flexi Cermat,15,5,150.7,226.0,301.4,376.7,452.0,527.4,753.4,1,130.1,1,506.8,7,534.0
IDR,49,PRIA,Flexi Cermat,,10,83.2,124.8,166.4,208.0,249.6,291.2,416.0,623.9,831.9,4,159.5
IDR,49,PRIA,Flexi Cermat,25,5,90.4,135.6,180.7,225.9,271.1,316.3,451.9,677.8,843.4,4,217.0
IDR,49,PRIA,Flexi Cermat,,10,52.8,75.0,98.9,123.7,148.4,173.1,247.4,371.0,494.7,2,308.5
IDR,49,PRIA,Flexi Cermat,,15,39.4,59.1,75.0,92.4,110.9,129.4,184.8,277.2,369.6,1,725.0
IDR,49,PRIA,Flexi Cermat,35,5,66.6,93.6,124.8,156.0,187.2,218.4,312.0,468.0,624.0,2,912.0
IDR,49,PRIA,Flexi Cermat,,10,37.8,56.7,75.0,88.6,106.3,124.0,177.1,265.7,354.2,1,652.5
IDR,49,PRIA,Flexi Cermat,,15,28.1,42.1,56.1,70.2,78.9,92.1,131.5,197.3,263.0,1,227.5
USD,49,PRIA,Flexi Amanah,YRT,1,847,1271,1694,2118,2541,2965,4235,6353,8470,42350
USD,49,PRIA,Flexi Amanah,5,5,981,1472,1962,2453,2943,3434,4905,7358,9810,49050
USD,49,PRIA,Flexi Amanah,10,10,1088,1632,2176,2720,3264,3808,5440,8160,10880,54400
USD,49,PRIA,Flexi Berkah,61,5,15624,23436,31248,39060,46872,54684,72910,109365,145820,729100
USD,49,PRIA,Flexi Berkah,,10,8138,12207,16276,20345,24414,28483,40690,61035,75950,379750
USD,49,PRIA,Flexi Berkah,,15,6098,8576,11434,14293,17151,20010,28585,42878,57170,266800
USD,49,PRIA,Flexi Cermat,15,5,17582,26373,35164,43955,52746,61537,87910,131865,175820,879100
USD,49,PRIA,Flexi Cermat,,10,9384,14076,18768,23460,28152,32844,46920,70380,93840,469200
USD,49,PRIA,Flexi Cermat,25,5,13271,19907,26542,33178,39813,46449,66355,92903,123870,619350
USD,49,PRIA,Flexi Cermat,,10,7251,10197,13596,16995,20394,23793,33990,50985,67980,317250
USD,49,PRIA,Flexi Cermat,,15,4563,6845,8556,10695,12834,14973,21390,32085,42780,199650
USD,49,PRIA,Flexi Cermat,35,5,11378,17067,22756,28445,34134,39823,56890,79650,106200,531000
USD,49,PRIA,Flexi Cermat,,10,6225,8754,11672,14590,17508,20426,29180,43770,58360,272350
USD,49,PRIA,Flexi Cermat,,15,4008,6012,7516,9395,11274,13153,18790,28185,37580,175350
IDR,49,WANITA,Flexi Amanah,YRT,1,5.7,8.6,11.4,14.3,17.1,20.0,28.6,42.8,57.1,285.5
IDR,49,WANITA,Flexi Amanah,5,5,6.5,9.8,13.0,16.3,19.5,22.8,32.6,48.8,65.1,325.5
IDR,49,WANITA,Flexi Amanah,10,10,7.4,11.1,14.8,18.5,22.2,25.9,37.1,55.6,74.1,370.5
IDR,49,WANITA,Flexi Berkah,61,5,88.6,132.9,177.2,221.6,265.9,310.2,443.1,664.7,827.1,4,135.5
IDR,49,WANITA,Flexi Berkah,,10,46.2,69.2,86.6,108.2,129.8,151.5,216.4,324.6,432.8,2,019.5
IDR,49,WANITA,Flexi Berkah,,15,33.2,49.8,66.4,77.8,93.4,109.0,155.7,233.5,311.3,1,453.0
IDR,49,WANITA,Flexi Cermat,15,5,142.6,213.9,285.2,356.5,427.8,499.1,713.0,1,069.4,1,425.9,7,129.5
IDR,49,WANITA,Flexi Cermat,,10,80.8,121.2,161.5,201.9,242.3,282.7,403.9,605.8,807.7,4,038.5
IDR,49,WANITA,Flexi Cermat,25,5,85.9,128.9,171.9,214.9,257.8,300.8,429.7,644.6,802.1,4,010.5
IDR,49,WANITA,Flexi Cermat,,10,47.5,71.3,89.1,111.3,133.6,155.9,222.7,334.0,445.3,2,078.0
IDR,49,WANITA,Flexi Cermat,,15,35.1,52.6,70.1,82.2,98.6,115.1,164.4,246.6,328.8,1,534.5
IDR,49,WANITA,Flexi Cermat,35,5,56.5,79.5,106.0,132.5,158.9,185.4,264.9,397.4,529.8,2,472.5
IDR,49,WANITA,Flexi Cermat,,10,31.6,47.4,63.2,75.0,88.9,103.7,148.2,222.3,296.4,1,383.0
IDR,49,WANITA,Flexi Cermat,,15,23.1,34.6,46.2,57.7,69.2,75.7,108.2,162.3,216.4,1,010.0
USD,49,WANITA,Flexi Amanah,YRT,1,571,857,1142,1428,1713,1999,2855,4283,5710,28550
USD,49,WANITA,Flexi Amanah,5,5,651,977,1302,1628,1953,2279,3255,4883,6510,32550
USD,49,WANITA,Flexi Amanah,10,10,741,1112,1482,1853,2223,2594,3705,5558,7410,37050
USD,49,WANITA,Flexi Berkah,61,5,14879,22319,29758,37198,44637,52077,70000,104153,138870,694350
USD,49,WANITA,Flexi Berkah,,10,7750,11625,15500,19375,23250,27125,38750,58125,72330,361650
USD,49,WANITA,Flexi Berkah,,15,5742,8075,10766,13458,16149,18841,26915,40373,53830,251200
USD,49,WANITA,Flexi Cermat,15,5,17571,26357,35142,43928,52713,61499,87855,131783,175710,878550
USD,49,WANITA,Flexi Cermat,,10,9286,13929,18572,23215,27858,32501,46430,69645,92860,464300
USD,49,WANITA,Flexi Cermat,25,5,12785,19178,25570,31963,38355,44748,63925,89498,119330,596650
USD,49,WANITA,Flexi Cermat,,10,7074,9948,13264,16580,19896,23212,33160,49740,66320,309450
USD,49,WANITA,Flexi Cermat,,15,4505,6758,8446,10558,12669,14781,21115,31673,42230,197100
USD,49,WANITA,Flexi Cermat,35,5,10322,15483,20644,25805,30966,36127,51610,72248,96330,481650
USD,49,WANITA,Flexi Cermat,,10,5654,7950,10600,13250,15900,18550,26500,39750,53000,247350
USD,49,WANITA,Flexi Cermat,,15,3710,5565,7420,8695,10434,12173,17390,26085,34780,162300
IDR,50,PRIA,Flexi Amanah,YRT,1,9.1,13.6,18.1,22.6,27.2,31.7,45.3,67.9,90.5,452.5
IDR,50,PRIA,Flexi Amanah,5,5,10.5,15.8,21.0,26.3,31.6,36.8,52.6,78.9,105.2,526.0
IDR,50,PRIA,Flexi Amanah,10,10,11.7,17.5,23.3,29.2,35.0,40.8,58.3,87.5,116.6,583.0
